Escenario 3: Palabras codigo de 9 digitos
La codificacion resultante de Shannon-Fano es:

	   simbolo		probabilidad	codificacionSF
	 010000010			0.0043		  11111111
	 101000001			0.0043		  11111110
	 101111000			0.0043		  11111101
	 110101110			0.0043		  11111100
	 000101110			0.0040		  11111011
	 000111000			0.0040		  11111010
	 000111100			0.0040		  11111001
	 110100100			0.0040		  11111000
	 110101100			0.0040		 111101111
	 000000100			0.0037		 111101110
	 010011100			0.0037		  11110110
	 011010011			0.0037		  11110101
	 101010100			0.0037		  11110100
	 111110000			0.0037		  11110011
	 000001111			0.0034		  11110010
	 000011000			0.0034		  11110001
	 000011010			0.0034		  11110000
	 010101101			0.0034		 111011111
	 010111000			0.0034		 111011110
	 011001100			0.0034		  11101110
	 011111111			0.0034		  11101101
	 100000001			0.0034		  11101100
	 101001111			0.0034		 111010111
	 101111001			0.0034		 111010110
	 110000001			0.0034		  11101010
	 110000111			0.0034		  11101001
	 110001000			0.0034		  11101000
	 110010000			0.0034		 111001111
	 110110010			0.0034		 111001110
	 000010010			0.0031		  11100110
	 000110000			0.0031		  11100101
	 000110110			0.0031		  11100100
	 001100010			0.0031		  11100011
	 001100100			0.0031		  11100010
	 001111000			0.0031		  11100001
	 010101100			0.0031		  11100000
	 011000111			0.0031		 110111111
	 011101100			0.0031		 110111110
	 011110100			0.0031		  11011110
	 011110110			0.0031		 110111011
	 100101101			0.0031		 110111010
	 100111011			0.0031		  11011100
	 101000000			0.0031		  11011011
	 101001100			0.0031		  11011010
	 101001101			0.0031		  11011001
	 101011011			0.0031		  11011000
	 101101000			0.0031		 110101111
	 101110101			0.0031		 110101110
	 101110110			0.0031		  11010110
	 110001001			0.0031		 110101011
	 110101010			0.0031		 110101010
	 110111110			0.0031		  11010100
	 111010000			0.0031		  11010011
	 111011011			0.0031		  11010010
	 111110001			0.0031		  11010001
	 111110111			0.0031		  11010000
	 000010000			0.0029		 110011111
	 001100000			0.0029		 110011110
	 001111011			0.0029		  11001110
	 001111111			0.0029		 110011011
	 010000110			0.0029		 110011010
	 010001110			0.0029		  11001100
	 010010010			0.0029		 110010111
	 010011010			0.0029		 110010110
	 011000010			0.0029		  11001010
	 011011011			0.0029		  11001001
	 011100100			0.0029		  11001000
	 011111000			0.0029		 110001111
	 100001000			0.0029		 110001110
	 100011010			0.0029		  11000110
	 101100010			0.0029		  11000101
	 110000011			0.0029		  11000100
	 110001100			0.0029		 110000111
	 110100010			0.0029		 110000110
	 110101011			0.0029		  11000010
	 111000110			0.0029		  11000001
	 111001011			0.0029		  11000000
	 111011000			0.0029		 101111111
	 111011111			0.0029		 101111110
	 111100001			0.0029		  10111110
	 111101011			0.0029		 101111011
	 111110011			0.0029		 101111010
	 000011110			0.0026		  10111100
	 000100110			0.0026		 101110111
	 000101001			0.0026		 101110110
	 000101011			0.0026		  10111010
	 000101100			0.0026		 101110011
	 000101111			0.0026		 101110010
	 000111101			0.0026		  10111000
	 000111111			0.0026		 101101111
	 001000011			0.0026		 101101110
	 001001001			0.0026		  10110110
	 001010011			0.0026		 101101011
	 001010111			0.0026		 101101010
	 001110010			0.0026		  10110100
	 001110101			0.0026		 101100111
	 010000001			0.0026		 101100110
	 010000011			0.0026		  10110010
	 010001000			0.0026		 101100011
	 010100010			0.0026		 101100010
	 010100011			0.0026		  10110000
	 010110010			0.0026		 101011111
	 010111100			0.0026		 101011110
	 011011000			0.0026		 101011101
	 011011001			0.0026		 101011100
	 011011100			0.0026		 101011011
	 011100011			0.0026		 101011010
	 011100111			0.0026		  10101100
	 011110010			0.0026		 101010111
	 011110111			0.0026		 101010110
	 100000010			0.0026		  10101010
	 100011011			0.0026		 101010011
	 100011100			0.0026		 101010010
	 100110011			0.0026		  10101000
	 100110101			0.0026		 101001111
	 100110110			0.0026		 101001110
	 101011101			0.0026		  10100110
	 101110010			0.0026		 101001011
	 101111100			0.0026		 101001010
	 110000000			0.0026		  10100100
	 110000010			0.0026		 101000111
	 110010011			0.0026		 101000110
	 110101111			0.0026		  10100010
	 111000000			0.0026		  10100001
	 111000101			0.0026		  10100000
	 111011010			0.0026		 100111111
	 111100000			0.0026		 100111110
	 111101010			0.0026		 100111101
	 111110110			0.0026		 100111100
	 000001010			0.0023		 100111011
	 000001110			0.0023		 100111010
	 000010100			0.0023		  10011100
	 000011001			0.0023		 100110111
	 000011100			0.0023		 100110110
	 001000001			0.0023		 100110101
	 001000101			0.0023		 100110100
	 001000110			0.0023		 100110011
	 001000111			0.0023		 100110010
	 001001101			0.0023		  10011000
	 001001110			0.0023		 100101111
	 001011001			0.0023		 100101110
	 001011011			0.0023		 100101101
	 001100101			0.0023		 100101100
	 001101010			0.0023		 100101011
	 001101100			0.0023		 100101010
	 001110001			0.0023		  10010100
	 001110100			0.0023		 100100111
	 001111001			0.0023		 100100110
	 010010100			0.0023		  10010010
	 010011101			0.0023		 100100011
	 010011111			0.0023		 100100010
	 010101001			0.0023		  10010000
	 010110001			0.0023		 100011111
	 010111101			0.0023		 100011110
	 011000100			0.0023		 100011101
	 011001011			0.0023		 100011100
	 011001110			0.0023		 100011011
	 011001111			0.0023		 100011010
	 011010000			0.0023		 100011001
	 011010100			0.0023		 100011000
	 011010111			0.0023		 100010111
	 011100010			0.0023		 100010110
	 011101000			0.0023		  10001010
	 011101011			0.0023		 100010011
	 011101111			0.0023		 100010010
	 011110001			0.0023		  10001000
	 011110101			0.0023		 100001111
	 100000011			0.0023		 100001110
	 100001111			0.0023		 100001101
	 100011110			0.0023		 100001100
	 100100000			0.0023		 100001011
	 100101110			0.0023		 100001010
	 100110000			0.0023		  10000100
	 100110001			0.0023		 100000111
	 100110010			0.0023		 100000110
	 101001000			0.0023		  10000010
	 101011100			0.0023		 100000011
	 101100000			0.0023		 100000010
	 101101110			0.0023		  10000000
	 101101111			0.0023		 011111111
	 101111011			0.0023		 011111110
	 101111101			0.0023		 011111101
	 101111111			0.0023		 011111100
	 110010100			0.0023		 011111011
	 110010101			0.0023		 011111010
	 110010111			0.0023		 011111001
	 110011000			0.0023		 011111000
	 110100001			0.0023		 011110111
	 110110011			0.0023		 011110110
	 111100100			0.0023		  01111010
	 111100111			0.0023		 011110011
	 111111010			0.0023		 011110010
	 111111011			0.0023		  01111000
	 000000011			0.0020		 011101111
	 000010001			0.0020		 011101110
	 000010011			0.0020		 011101101
	 000010110			0.0020		 011101100
	 000011111			0.0020		 011101011
	 000100111			0.0020		 011101010
	 000101101			0.0020		 011101001
	 000110010			0.0020		 011101000
	 000111001			0.0020		 011100111
	 001000010			0.0020		 011100110
	 001001111			0.0020		 011100101
	 001011100			0.0020		 011100100
	 001011101			0.0020		 011100011
	 001101001			0.0020		 011100010
	 001101011			0.0020		 011100001
	 001101111			0.0020		 011100000
	 001110110			0.0020		 011011111
	 010000100			0.0020		 011011110
	 010010000			0.0020		 011011101
	 010011001			0.0020		 011011100
	 010011011			0.0020		 011011011
	 010100101			0.0020		 011011010
	 011000101			0.0020		 011011001
	 011001101			0.0020		 011011000
	 011010001			0.0020		 011010111
	 011101010			0.0020		 011010110
	 011110000			0.0020		 011010101
	 011111011			0.0020		 011010100
	 100000000			0.0020		 011010011
	 100001001			0.0020		 011010010
	 100001011			0.0020		 011010001
	 100010000			0.0020		 011010000
	 100010110			0.0020		 011001111
	 100011101			0.0020		 011001110
	 100100010			0.0020		 011001101
	 100111100			0.0020		 011001100
	 100111111			0.0020		 011001011
	 101000101			0.0020		 011001010
	 101001001			0.0020		 011001001
	 101001110			0.0020		 011001000
	 101010101			0.0020		 011000111
	 101011110			0.0020		 011000110
	 101100001			0.0020		 011000101
	 101100011			0.0020		 011000100
	 101100110			0.0020		 011000011
	 101101011			0.0020		 011000010
	 101101101			0.0020		  01100000
	 101110000			0.0020		 010111111
	 101110001			0.0020		 010111110
	 101110011			0.0020		 010111101
	 101111110			0.0020		 010111100
	 110000110			0.0020		 010111011
	 110010010			0.0020		 010111010
	 110011111			0.0020		 010111001
	 110100000			0.0020		 010111000
	 110110101			0.0020		 010110111
	 110110110			0.0020		 010110110
	 110111100			0.0020		 010110101
	 110111111			0.0020		 010110100
	 111000100			0.0020		 010110011
	 111001010			0.0020		 010110010
	 111001101			0.0020		 010110001
	 111001110			0.0020		 010110000
	 111001111			0.0020		0101011111
	 111011001			0.0020		0101011110
	 111101100			0.0020		 010101110
	 111111111			0.0020		 010101101
	 000000110			0.0017		 010101100
	 000001001			0.0017		 010101011
	 000001011			0.0017		 010101010
	 000100000			0.0017		 010101001
	 000100011			0.0017		 010101000
	 001001010			0.0017		 010100111
	 001010100			0.0017		 010100110
	 001100110			0.0017		 010100101
	 001100111			0.0017		 010100100
	 001101101			0.0017		 010100011
	 001101110			0.0017		 010100010
	 001110011			0.0017		 010100001
	 001111110			0.0017		 010100000
	 010000000			0.0017		0100111111
	 010001010			0.0017		0100111110
	 010001100			0.0017		 010011110
	 010001101			0.0017		 010011101
	 010001111			0.0017		 010011100
